,addr:postcode,koatuu,lat,lon,name,name:en,name:prefix,name:ru,name:uk,place,population,postal_code
130741,86583-86588,1414448000,48.0829812,38.6855636,Сєверне,Sieverne,селище міського типу,Северное,Сєверне,town,10094,
130742,86584,1414448001,48.0600084,38.7116395,Молчалине,Molchalyne,селище,Молчалино,Молчалине,village,659,
130743,86596,1414447400,47.99446,38.77693,Первомайське,Pervomaiske,селище міського типу,Первомайское,Первомайське,town,542,
130744,86595,1414447700,47.97858,38.80843,Побєда,Pobieda,селище міського типу,Победа,Побєда,town,549,
130745,86695,1414745400,48.09282,38.60887,Пелагіївка,Pelahiivka,селище міського типу,Пелагеевка,Пелагіївка,town,17891,
130746,86691-86694,1414745700,48.1303138,38.5664541,Розсипне,Rozsypne,селище міського типу,Рассыпное,Розсипне,town,5071,
130747,86599,1414448003,48.0643786,38.7159052,Сухівське,Sukhivske,селище,Суховское,Сухівське,village,176,
130748,86600-86690,1414700000,48.025858,38.6187459,Торез,Torez,місто,Торез,Торез,town,55924,
130749,86591,1414445900,48.00433,38.83349,Гірницьке,Hirnytske,селище міського типу,Горняцкое,Гірницьке,town,1177,
130750,86590,1414446200,48.03128,38.80981,Залісне,Zalisne,селище міського типу,Залесное,Залісне,town,2432,
130751,86580-86582,1414445300,48.11462,38.71719,Андріївка,Andriivka,селище міського типу,Андреевка,Андріївка,town,2236,
130752,86594,1414445600,47.9961594,38.8266259,Бражине,Brazhyne,селище міського типу,Бражино,Бражине,town,328,
130753,86595,1414447100,47.9727591,38.7883867,Первомайський,Pervomaiskyi,селище міського типу,Первомайский,Первомайський,town,2834,
130754,86505,1414447101,47.97223,38.73625,Червоний Жовтень,Chervonyi Zhovten,селище,Червоный Жовтень,Червоний Жовтень,village,47,
130755,86592,1414446500,48.0148985,38.8246797,Лиманчук,Lymanchuk,селище міського типу,Лиманчук,Лиманчук,town,920,
130756,86591,1414446800,48.00759,38.85418,Никифорове,Nykyforove,селище міського типу,Никифорово,Никифорове,town,382,
130757,86783,1415070505,48.0059144,38.3452921,Цупки,Tsupky,село,Цупки,Цупки,village,87,
130758,86783,1415070501,48.0239,38.22066,Водобуд,Vodobud,селище,Водобуд,Водобуд,village,157,
130759,86793,1415070801,47.9189206,38.2304894,Виноградне,Vynohradne,селище,Виноградное,Виноградне,village,515,
130760,86793,1415070800,47.9248328,38.1976205,Іловайськ,Ilovaisk,місто,Иловайск,Іловайськ,town,16143,
130761,86790,1415047201,47.98965,38.31001,Півче,Pivche,село,Певчее,Півче,village,61,
130762,86792,1415047800,47.95738,38.2307,Широке,Shyroke,селище міського типу,Широкое,Широке,town,829,
130763,86783,1415046500,48.0011372,38.2457047,Миколаївка,Mykolaivka,селище міського типу,Николаевка,Миколаївка,town,167,
130764,86781,1415046200,48.0624786,38.250382,Зуївка,Zuivka,селище міського типу,Зуевка,Зуївка,town,3269,
130765,86790,1415047200,47.9688438,38.2677278,Троїцько-Харцизьк,Troitsko-Khartsyzk,селище міського типу,Троицко-Харцызск,Троїцько-Харцизьк,town,1048,
130766,86790,1415046800,47.93472,38.27843,Покровка,Pokrovka,селище міського типу,Покровка,Покровка,town,170,
130767,86700-86780,1415000000,48.0339905,38.1498528,Харцизьк,Khartsyzk,місто,Харцызск,Харцизьк,town,60016,
130768,85670-85671,1414800000,47.7805058,37.2484374,Вугледар,Vuhledar,місто,Угледар,Вугледар,town,15486,
130769,86782,1415045900,48.06081,38.1974,Гірне,Hirne,селище міського типу,Горное,Гірне,town,3428,
130770,86790,1415045600,47.9690629,38.2079092,Войкове,Voikove,селище міського типу,Войково,Войкове,town,43,
130771,86200,1415390001,48.06793,38.48545,Вікторія,Viktoriia,селище,Виктория,Вікторія,village,401,
130772,86208,1415390003,48.03712,38.54622,Гірне,Hirne,селище,Горное,Гірне,village,1409,
130773,86206,1415390005,48.0709769,38.4710424,Дорофієнко,Dorofiienko,селище,Дорофеенко,Дорофієнко,village,213,
130774,86204,1415390007,48.0642203,38.5119453,Зарічне,Zarichne,селище,Заречное,Зарічне,village,150,
130775,86233,1415346400,48.1184,38.4724,Стіжківське,Stizhkivske,селище міського типу,Стожковское,Стіжківське,town,4084,
130777,86206,1415346403,48.094835,38.4503003,Вінницьке,Vinnytske,селище,Винницкое,Вінницьке,village,52,
130778,86206,1415346405,48.0973205,38.4782962,Чумаки,Chumaky,селище,Чумаки,Чумаки,village,19,
130779,86240,1415345700,48.1097333,38.54055,Московське,Moskovske,селище міського типу,Московское,Московське,town,696,
130780,86250,1415346000,48.04047,38.39439,Сердите,Serdyte,селище міського типу,Сердитое,Сердите,town,1920,
130781,86251,1415346001,47.99343,38.41541,Дубове,Dubove,селище,Дубовое,Дубове,village,200,
130782,86250,1415346003,48.0721316,38.3727879,Лобанівка,Lobanivka,селище,Лобановка,Лобанівка,village,24,
130783,86793,1415070803,47.91318,38.20616,Третяки,Tretiaky,село,Третяки,Третяки,village,258,
130784,86700,1415090005,48.0353247,38.1918744,Ведмеже,Vedmezhe,селище,Медвежье,Ведмеже,village,96,
130785,,1415300000,48.0342699,38.4814813,Шахтарськ,Shakhtarsk,місто,Шахтёрск,Шахтарськ,town,60000,
130786,86241,1415345400,48.0894051,38.5106493,Контарне,Kontarne,селище міського типу,Контарное,Контарне,town,1576,
130787,84040,1420381011,48.69381,36.97723,Софіїно-Лиман,Sofiino-Lyman,село,Софьино-Лиман,Софіїно-Лиман,village,72,
130788,84040,1420381009,48.69106,37.00401,Роздолля,Rozdollia,село,Раздолье,Роздолля,village,139,
130789,84040,1420381007,48.68282,37.0277,Новостепанівка,Novostepanivka,село,Новостепановка,Новостепанівка,village,270,
130790,84040,1420381005,48.6775054,37.054677,Новоандріївка,Novoandriivka,село,Новоандреевка,Новоандріївка,village,118,
130791,84040,1420381003,48.68488,36.97655,Дмитроколине,Dmytrokolyne,село,Дмитроколино,Дмитроколине,village,112,
130792,84040,1420381001,48.68763,37.02633,Беззаботівка,Bezzabotivka,село,Беззаботовка,Беззаботівка,village,212,
130793,84000,1420355113,48.70514,36.86291,Софіївка,Sofiivka,село,Софиевка,Софіївка,village,287,
130794,84065,1420355111,48.7002591,36.89398,Петрівка Перша,Petrivka Persha,село,Петровка Первая,Петрівка Перша,village,508,
130795,84064,1420355109,48.69321,36.85827,Новополтавка,Novopoltavka,село,Новополтавка,Новополтавка,village,426,
130796,84005,1420355107,48.73947,36.9717399,Надеждівка,Nadezhdivka,село,Надеждовка,Надеждівка,village,75,
130797,84012,1420355105,48.6842,36.81656,Левадне,Levadne,село,Левадное,Левадне,village,265,
130798,84005,1420355103,48.76728,36.96178,Дмитро-Дар’ївка,Dmytro-Darivka,село,Дмитро-Дарьевка,Дмитро-Дар’ївка,village,285,
130799,84005,1420355101,48.77449,36.92745,Варварівка,Varvarivka,село,Варваровка,Варварівка,village,333,
130800,84000-84004,1420355100,48.7073967,36.9207752,Олександрівка,Oleksandrivka,селище міського типу,Александровка,Олександрівка,town,3796,
130801,86000-86015,1415500000,48.1247511,37.8512479,Ясинувата,Yasynuvata,місто,Ясиноватая,Ясинувата,town,35856,
130802,86206,1415390009,48.0875408,38.4673144,Кищенко,Kyschenko,селище,Кищенко,Кищенко,hamlet,36,
130803,84030,1420385503,48.76007,37.30854,Львівка,Lvivka,село,Львовка,Львівка,village,212,
130804,84030,1420385505,48.7413193,37.1944052,Шаврове,Shavrove,село,Шаврово,Шаврове,village,79,
130805,84051,1420384411,48.60351,36.83819,Новознаменівка,Novoznamenivka,село,Новознаменовка,Новознаменівка,village,125,
130806,84030,1420385501,48.7442056,37.2711814,Михайлівка,Mykhailivka,село,Михайловка,Михайлівка,village,914,
130807,84051,1420384403,48.6323598,36.76023,Бузинівка,Buzynivka,село,Бузиновка,Бузинівка,hamlet,32,
130808,84051,1420384409,48.61656,36.77776,Мар’ївка,Marivka,село,Марьевка,Мар’ївка,village,250,
130809,84041,1420383815,48.6510826,37.0826978,Федорівка,Fedorivka,село,Фёдоровка,Федорівка,hamlet,8,
130810,84051,1420384401,48.5990903,36.8316362,Мирна Долина,Myrna Dolyna,село,Мирная Долина,Мирна Долина,village,464,
130811,84041,1420383801,48.65974,37.12306,Криниці,Krynytsi,село,Криницы,Криниці,village,617,
130812,84041,1420383803,48.62866,37.0598,Куроїдівка,Kuroidivka,село,Куроедовка,Куроїдівка,village,84,
130813,84066,1420383305,48.67218,36.91578,Шостаківка,Shostakivka,село,Шестаковка,Шостаківка,village,477,
130814,84023,1420383501,48.72436,37.03594,Золоті Пруди,Zoloti Prudy,село,Золотые Пруды,Золоті Пруди,village,746,
130815,84050,1420383301,48.6384179,36.9531698,Іверське,Iverske,село,Иверское,Іверське,village,1419,
130816,84000,1420383303,48.689,36.93775,Новосамарське,Novosamarske,село,Новосамарское,Новосамарське,village,107,
130817,84020,1420382201,48.7704729,37.0735965,Високопілля,Vysokopillia,село,Высокополье,Високопілля,village,461,
